video_id,rgb_path,thermal_path,class_id,class_name,split,is_hard_negative
250604175651_00028,RGB/slap/clap_250604175651_00028_rgb.mp4,Thermal/slap/clap_250604175651_00028_inf.mp4,18,slap,train,FALSE
250619152526_00004,RGB/slap/clap_250619152526_00004_rgb.mp4,Thermal/slap/clap_250619152526_00004_inf.mp4,18,slap,train,FALSE
250607160959_00086,RGB/walk/walk_250607160959_00086_rgb.mp4,Thermal/walk/walk_250607160959_00086_inf.mp4,25,walk,train,FALSE
250529182739_00201,RGB/jump/jump_250529182739_00201_rgb.mp4,Thermal/jump/jump_250529182739_00201_inf.mp4,7,jump,train,FALSE
250712192938_00065,RGB/holding_umbrella/open_umbrella_250712192938_00065_rgb.mp4,Thermal/holding_umbrella/open_umbrella_250712192938_00065_inf.mp4,6,holding_umbrella,train,FALSE
250805003328_00055,RGB/squat/squat_250805003328_00055_rgb.mp4,Thermal/squat/squat_250805003328_00055_inf.mp4,20,squat,train,TRUE
250622172002_00076,RGB/stand/stand_250622172002_00076_rgb.mp4,Thermal/stand/stand_250622172002_00076_inf.mp4,21,stand,train,FALSE
250604173209_00020,RGB/call/call_250604173209_00020_rgb.mp4,Thermal/call/call_250604173209_00020_inf.mp4,0,call,train,FALSE
250525230509_00183,RGB/turn/turn_250525230509_00183_rgb.mp4,Thermal/turn/turn_250525230509_00183_inf.mp4,22,turn,train,FALSE
250804231138_00290,RGB/put_off_coat/put_off_coat_250804231138_00290_rgb.mp4,Thermal/put_off_coat/put_off_coat_250804231138_00290_inf.mp4,13,put_off_coat,train,FALSE
250611151426_00052,RGB/drink/drink_250611151426_00052_rgb.mp4,Thermal/drink/drink_250611151426_00052_inf.mp4,5,drink,train,FALSE
250607010903_00078,RGB/put_on_coat/put_on_coat_250607010903_00078_rgb.mp4,Thermal/put_on_coat/put_on_coat_250607010903_00078_inf.mp4,14,put_on_coat,train,FALSE
250602122752_00102,RGB/run/run_250602122752_00102_rgb.mp4,Thermal/run/run_250602122752_00102_inf.mp4,15,run,train,FALSE
250604115236_00066,RGB/photographing/photographing_250604115236_00066_rgb.mp4,Thermal/photographing/photographing_250604115236_00066_inf.mp4,9,photographing,train,FALSE
250605182356_00035,RGB/drink/drink_250605182356_00035_rgb.mp4,Thermal/drink/drink_250605182356_00035_inf.mp4,5,drink,train,FALSE
250525144217_00029,RGB/turn/turn_250525144217_00029_rgb.mp4,Thermal/turn/turn_250525144217_00029_inf.mp4,22,turn,train,FALSE
250804231016_00286,RGB/put_off_coat/put_off_coat_250804231016_00286_rgb.mp4,Thermal/put_off_coat/put_off_coat_250804231016_00286_inf.mp4,13,put_off_coat,train,FALSE
250603161918_00043,RGB/walk/walk_250603161918_00043_rgb.mp4,Thermal/walk/walk_250603161918_00043_inf.mp4,25,walk,train,FALSE
250613164922_00042,RGB/call/call_250613164922_00042_rgb.mp4,Thermal/call/call_250613164922_00042_inf.mp4,0,call,train,FALSE
250605174357_00065,RGB/wave/wave_250605174357_00065_rgb.mp4,Thermal/wave/wave_250605174357_00065_inf.mp4,26,wave,train,FALSE
250624191615_00006,RGB/squat/squat_250624191615_00006_rgb.mp4,Thermal/squat/squat_250624191615_00006_inf.mp4,20,squat,train,TRUE
250725131318_00070,RGB/door_open/door_open_250725131318_00070_rgb.mp4,Thermal/door_open/door_open_250725131318_00070_inf.mp4,4,door_open,train,FALSE
250726214727_00031,RGB/pick/pick_250726214727_00031_rgb.mp4,Thermal/pick/pick_250726214727_00031_inf.mp4,10,pick,train,TRUE
250607170834_00218,RGB/sleeping/sleeping_250607170834_00218_rgb.mp4,Thermal/sleeping/sleeping_250607170834_00218_inf.mp4,19,sleeping,train,FALSE
250605151700_00058,RGB/pour/pour_250605151700_00058_rgb.mp4,Thermal/pour/pour_250605151700_00058_inf.mp4,11,pour,train,FALSE
250712213658_00003,RGB/jump/jump_250712213658_00003_rgb.mp4,Thermal/jump/jump_250712213658_00003_inf.mp4,7,jump,train,FALSE
250526001408_00316,RGB/turn/turn_250526001408_00316_rgb.mp4,Thermal/turn/turn_250526001408_00316_inf.mp4,22,turn,train,FALSE
250606150649_00004,RGB/searching/searching_250606150649_00004_rgb.mp4,Thermal/searching/searching_250606150649_00004_inf.mp4,16,searching,train,FALSE
250605194014_00021,RGB/drink/drink_250605194014_00021_rgb.mp4,Thermal/drink/drink_250605194014_00021_inf.mp4,5,drink,train,FALSE
250603114306_00250,RGB/typing/typing_250603114306_00250_rgb.mp4,Thermal/typing/typing_250603114306_00250_inf.mp4,23,typing,train,FALSE
250530165916_00048,RGB/push/push_250530165916_00048_rgb.mp4,Thermal/push/push_250530165916_00048_inf.mp4,12,push,train,FALSE
250619152840_00025,RGB/searching/searching_250619152840_00025_rgb.mp4,Thermal/searching/searching_250619152840_00025_inf.mp4,16,searching,train,FALSE
250730005326_00018,RGB/pick/pick_250730005326_00018_rgb.mp4,Thermal/pick/pick_250730005326_00018_inf.mp4,10,pick,train,TRUE
250712171249_00074,RGB/lift/lift_250712171249_00074_rgb.mp4,Thermal/lift/lift_250712171249_00074_inf.mp4,8,lift,train,TRUE
250712171321_00076,RGB/lift/lift_250712171321_00076_rgb.mp4,Thermal/lift/lift_250712171321_00076_inf.mp4,8,lift,train,TRUE
250603114627_00322,RGB/typing/typing_250603114627_00322_rgb.mp4,Thermal/typing/typing_250603114627_00322_inf.mp4,23,typing,train,FALSE
250606153710_00001,RGB/pour/pour_250606153710_00001_rgb.mp4,Thermal/pour/pour_250606153710_00001_inf.mp4,11,pour,train,FALSE
250624191727_00049,RGB/squat/squat_250624191727_00049_rgb.mp4,Thermal/squat/squat_250624191727_00049_inf.mp4,20,squat,train,TRUE
250530170541_00159,RGB/push/push_250530170541_00159_rgb.mp4,Thermal/push/push_250530170541_00159_inf.mp4,12,push,train,FALSE
250619152104_00034,RGB/call/call_250619152104_00034_rgb.mp4,Thermal/call/call_250619152104_00034_inf.mp4,0,call,train,FALSE
250604115459_00121,RGB/photographing/photographing_250604115459_00121_rgb.mp4,Thermal/photographing/photographing_250604115459_00121_inf.mp4,9,photographing,train,FALSE
250529143524_00065,RGB/jump/jump_250529143524_00065_rgb.mp4,Thermal/jump/jump_250529143524_00065_inf.mp4,7,jump,train,FALSE
250622172414_00120,RGB/door_close/door_close_250622172414_00120_rgb.mp4,Thermal/door_close/door_close_250622172414_00120_inf.mp4,3,door_close,train,FALSE
250529141238_00058,RGB/jump/jump_250529141238_00058_rgb.mp4,Thermal/jump/jump_250529141238_00058_inf.mp4,7,jump,train,FALSE
250604175312_00150,RGB/slap/clap_250604175312_00150_rgb.mp4,Thermal/slap/clap_250604175312_00150_inf.mp4,18,slap,train,FALSE
250725133323_00098,RGB/jump/jump_250725133323_00098_rgb.mp4,Thermal/jump/jump_250725133323_00098_inf.mp4,7,jump,train,FALSE
250525232558_00162,RGB/put_on_coat/put_on_coat_250525232558_00162_rgb.mp4,Thermal/put_on_coat/put_on_coat_250525232558_00162_inf.mp4,14,put_on_coat,train,FALSE
250604181950_00206,RGB/climb_stairs/climb_stairs_250604181950_00206_rgb.mp4,Thermal/climb_stairs/climb_stairs_250604181950_00206_inf.mp4,1,climb_stairs,train,FALSE
250528151614_00137,RGB/run/run_250528151614_00137_rgb.mp4,Thermal/run/run_250528151614_00137_inf.mp4,15,run,train,FALSE
250729221350_00122,RGB/pick/pick_250729221350_00122_rgb.mp4,Thermal/pick/pick_250729221350_00122_inf.mp4,10,pick,train,TRUE
250606153830_00036,RGB/pour/pour_250606153830_00036_rgb.mp4,Thermal/pour/pour_250606153830_00036_inf.mp4,11,pour,train,FALSE
250604175117_00113,RGB/slap/clap_250604175117_00113_rgb.mp4,Thermal/slap/clap_250604175117_00113_inf.mp4,18,slap,train,FALSE
250622145356_00129,RGB/stand/stand_250622145356_00129_rgb.mp4,Thermal/stand/stand_250622145356_00129_inf.mp4,21,stand,train,FALSE
250604114633_00163,RGB/photographing/photographing_250604114633_00163_rgb.mp4,Thermal/photographing/photographing_250604114633_00163_inf.mp4,9,photographing,train,FALSE
250604155119_00076,RGB/climb_stairs/climb_stairs_250604155119_00076_rgb.mp4,Thermal/climb_stairs/climb_stairs_250604155119_00076_inf.mp4,1,climb_stairs,train,FALSE
250528152359_00333,RGB/run/run_250528152359_00333_rgb.mp4,Thermal/run/run_250528152359_00333_inf.mp4,15,run,train,FALSE
250607172910_00188,RGB/sleeping/sleeping_250607172910_00188_rgb.mp4,Thermal/sleeping/sleeping_250607172910_00188_inf.mp4,19,sleeping,train,FALSE
250619153133_00069,RGB/searching/searching_250619153133_00069_rgb.mp4,Thermal/searching/searching_250619153133_00069_inf.mp4,16,searching,train,FALSE
250529140911_00046,RGB/jump/jump_250529140911_00046_rgb.mp4,Thermal/jump/jump_250529140911_00046_inf.mp4,7,jump,train,FALSE
250726215326_00042,RGB/turn/turn_250726215326_00042_rgb.mp4,Thermal/turn/turn_250726215326_00042_inf.mp4,22,turn,train,FALSE
250607160511_00002,RGB/walk/walk_250607160511_00002_rgb.mp4,Thermal/walk/walk_250607160511_00002_inf.mp4,25,walk,train,FALSE
250606153509_00005,RGB/pour/pour_250606153509_00005_rgb.mp4,Thermal/pour/pour_250606153509_00005_inf.mp4,11,pour,train,FALSE
250603160503_00175,RGB/photographing/photographing_250603160503_00175_rgb.mp4,Thermal/photographing/photographing_250603160503_00175_inf.mp4,9,photographing,train,FALSE
250607160041_00013,RGB/walk/walk_250607160041_00013_rgb.mp4,Thermal/walk/walk_250607160041_00013_inf.mp4,25,walk,train,FALSE
250605174012_00013,RGB/wave/wave_250605174012_00013_rgb.mp4,Thermal/wave/wave_250605174012_00013_inf.mp4,26,wave,train,FALSE
250528152328_00320,RGB/run/run_250528152328_00320_rgb.mp4,Thermal/run/run_250528152328_00320_inf.mp4,15,run,train,FALSE
250606153325_00004,RGB/pour/pour_250606153325_00004_rgb.mp4,Thermal/pour/pour_250606153325_00004_inf.mp4,11,pour,train,FALSE
250603113509_00084,RGB/typing/typing_250603113509_00084_rgb.mp4,Thermal/typing/typing_250603113509_00084_inf.mp4,23,typing,train,FALSE
250804214306_00117,RGB/stand/stand_250804214306_00117_rgb.mp4,Thermal/stand/stand_250804214306_00117_inf.mp4,21,stand,train,FALSE
250804222351_00207,RGB/sit/sit_250804222351_00207_rgb.mp4,Thermal/sit/sit_250804222351_00207_inf.mp4,17,sit,train,TRUE
250624191946_00065,RGB/stand/stand_250624191946_00065_rgb.mp4,Thermal/stand/stand_250624191946_00065_inf.mp4,21,stand,train,FALSE
250604174626_00015,RGB/slap/clap_250604174626_00015_rgb.mp4,Thermal/slap/clap_250604174626_00015_inf.mp4,18,slap,train,FALSE
250603160022_00076,RGB/photographing/photographing_250603160022_00076_rgb.mp4,Thermal/photographing/photographing_250603160022_00076_inf.mp4,9,photographing,train,FALSE
250604154742_00005,RGB/climb_stairs/climb_stairs_250604154742_00005_rgb.mp4,Thermal/climb_stairs/climb_stairs_250604154742_00005_inf.mp4,1,climb_stairs,train,FALSE
250526001507_00319,RGB/lift/lifting_250526001507_00319_rgb.mp4,Thermal/lift/lifting_250526001507_00319_inf.mp4,8,lift,train,TRUE
250712172400_00093,RGB/jump/jump_250712172400_00093_rgb.mp4,Thermal/jump/jump_250712172400_00093_inf.mp4,7,jump,train,FALSE
250730125519_00110,RGB/lift/lift_250730125519_00110_rgb.mp4,Thermal/lift/lift_250730125519_00110_inf.mp4,8,lift,train,TRUE
250604114729_00183,RGB/photographing/photographing_250604114729_00183_rgb.mp4,Thermal/photographing/photographing_250604114729_00183_inf.mp4,9,photographing,train,FALSE
250805113959_00030,RGB/squat/squat_250805113959_00030_rgb.mp4,Thermal/squat/squat_250805113959_00030_inf.mp4,20,squat,train,TRUE
250712190749_00221,RGB/turn/turn_250712190749_00221_rgb.mp4,Thermal/turn/turn_250712190749_00221_inf.mp4,22,turn,train,FALSE
250606153455_00011,RGB/pour/pour_250606153455_00011_rgb.mp4,Thermal/pour/pour_250606153455_00011_inf.mp4,11,pour,train,FALSE
250604114720_00180,RGB/photographing/photographing_250604114720_00180_rgb.mp4,Thermal/photographing/photographing_250604114720_00180_inf.mp4,9,photographing,train,FALSE
250611123317_00007,RGB/pick/pick_250611123317_00007_rgb.mp4,Thermal/pick/pick_250611123317_00007_inf.mp4,10,pick,train,TRUE
250607173143_00222,RGB/sleeping/sleeping_250607173143_00222_rgb.mp4,Thermal/sleeping/sleeping_250607173143_00222_inf.mp4,19,sleeping,train,FALSE
250603154123_00018,RGB/using_smartphone/using_smartphone_250603154123_00018_rgb.mp4,Thermal/using_smartphone/using_smartphone_250603154123_00018_inf.mp4,24,using_smartphone,train,FALSE
250712204038_00392,RGB/jump/jump_250712204038_00392_rgb.mp4,Thermal/jump/jump_250712204038_00392_inf.mp4,7,jump,train,FALSE
250607160508_00001,RGB/walk/walk_250607160508_00001_rgb.mp4,Thermal/walk/walk_250607160508_00001_inf.mp4,25,walk,train,FALSE
250603114521_00298,RGB/typing/typing_250603114521_00298_rgb.mp4,Thermal/typing/typing_250603114521_00298_inf.mp4,23,typing,train,FALSE
250604175555_00010,RGB/slap/clap_250604175555_00010_rgb.mp4,Thermal/slap/clap_250604175555_00010_inf.mp4,18,slap,train,FALSE
250725154311_00033,RGB/door_open/door_open_250725154311_00033_rgb.mp4,Thermal/door_open/door_open_250725154311_00033_inf.mp4,4,door_open,train,FALSE
250624191721_00043,RGB/squat/squat_250624191721_00043_rgb.mp4,Thermal/squat/squat_250624191721_00043_inf.mp4,20,squat,train,TRUE
250603155451_00089,RGB/using_smartphone/using_smartphone_250603155451_00089_rgb.mp4,Thermal/using_smartphone/using_smartphone_250603155451_00089_inf.mp4,24,using_smartphone,train,FALSE
250530171139_00058,RGB/push/push_250530171139_00058_rgb.mp4,Thermal/push/push_250530171139_00058_inf.mp4,12,push,train,FALSE
250726170654_00184,RGB/pick/pick_250726170654_00184_rgb.mp4,Thermal/pick/pick_250726170654_00184_inf.mp4,10,pick,train,TRUE
250804225218_00242,RGB/put_on_coat/put_on_coat_250804225218_00242_rgb.mp4,Thermal/put_on_coat/put_on_coat_250804225218_00242_inf.mp4,14,put_on_coat,train,FALSE
250607170641_00191,RGB/sleeping/sleeping_250607170641_00191_rgb.mp4,Thermal/sleeping/sleeping_250607170641_00191_inf.mp4,19,sleeping,train,FALSE
250607160821_00046,RGB/walk/walk_250607160821_00046_rgb.mp4,Thermal/walk/walk_250607160821_00046_inf.mp4,25,walk,train,FALSE
250607012413_00089,RGB/put_on_coat/put_on_coat_250607012413_00089_rgb.mp4,Thermal/put_on_coat/put_on_coat_250607012413_00089_inf.mp4,14,put_on_coat,train,FALSE
250624021639_00022,RGB/door_open/door_open_250624021639_00022_rgb.mp4,Thermal/door_open/door_open_250624021639_00022_inf.mp4,4,door_open,train,FALSE
250603113720_00131,RGB/typing/typing_250603113720_00131_rgb.mp4,Thermal/typing/typing_250603113720_00131_inf.mp4,23,typing,train,FALSE
250622172657_00083,RGB/sit/sit_250622172657_00083_rgb.mp4,Thermal/sit/sit_250622172657_00083_inf.mp4,17,sit,train,TRUE
250603154609_00027,RGB/using_smartphone/using_smartphone_250603154609_00027_rgb.mp4,Thermal/using_smartphone/using_smartphone_250603154609_00027_inf.mp4,24,using_smartphone,train,FALSE
250619152954_00078,RGB/searching/searching_250619152954_00078_rgb.mp4,Thermal/searching/searching_250619152954_00078_inf.mp4,16,searching,train,FALSE
250603113413_00064,RGB/typing/typing_250603113413_00064_rgb.mp4,Thermal/typing/typing_250603113413_00064_inf.mp4,23,typing,train,FALSE
250619152811_00004,RGB/searching/searching_250619152811_00004_rgb.mp4,Thermal/searching/searching_250619152811_00004_inf.mp4,16,searching,train,FALSE
250604181352_00094,RGB/climb_stairs/climb_stairs_250604181352_00094_rgb.mp4,Thermal/climb_stairs/climb_stairs_250604181352_00094_inf.mp4,1,climb_stairs,train,FALSE
250726153403_00087,RGB/pick/pick_250726153403_00087_rgb.mp4,Thermal/pick/pick_250726153403_00087_inf.mp4,10,pick,train,TRUE
250622175008_00105,RGB/sit/sit_250622175008_00105_rgb.mp4,Thermal/sit/sit_250622175008_00105_inf.mp4,17,sit,train,TRUE
250804164352_00070,RGB/stand/stand_250804164352_00070_rgb.mp4,Thermal/stand/stand_250804164352_00070_inf.mp4,21,stand,train,FALSE
250604175357_00165,RGB/slap/clap_250604175357_00165_rgb.mp4,Thermal/slap/clap_250604175357_00165_inf.mp4,18,slap,train,FALSE
250712112839_00034,RGB/lift/lift_250712112839_00034_rgb.mp4,Thermal/lift/lift_250712112839_00034_inf.mp4,8,lift,train,TRUE
250603160839_00058,RGB/slap/slap_250603160839_00058_rgb.mp4,Thermal/slap/slap_250603160839_00058_inf.mp4,18,slap,train,FALSE
250712112047_00019,RGB/lift/lift_250712112047_00019_rgb.mp4,Thermal/lift/lift_250712112047_00019_inf.mp4,8,lift,train,TRUE
250603114748_00352,RGB/typing/typing_250603114748_00352_rgb.mp4,Thermal/typing/typing_250603114748_00352_inf.mp4,23,typing,train,FALSE
250611141321_00007,RGB/drink/drink_250611141321_00007_rgb.mp4,Thermal/drink/drink_250611141321_00007_inf.mp4,5,drink,train,FALSE
250624021215_00003,RGB/door_close/door_close_250624021215_00003_rgb.mp4,Thermal/door_close/door_close_250624021215_00003_inf.mp4,3,door_close,train,FALSE
250603154934_00038,RGB/using_smartphone/using_smartphone_250603154934_00038_rgb.mp4,Thermal/using_smartphone/using_smartphone_250603154934_00038_inf.mp4,24,using_smartphone,train,FALSE
250606155604_00008,RGB/jump/jump_250606155604_00008_rgb.mp4,Thermal/jump/jump_250606155604_00008_inf.mp4,7,jump,train,FALSE
250619153651_00034,RGB/wave/wave_250619153651_00034_rgb.mp4,Thermal/wave/wave_250619153651_00034_inf.mp4,26,wave,train,FALSE
250603161929_00047,RGB/walk/walk_250603161929_00047_rgb.mp4,Thermal/walk/walk_250603161929_00047_inf.mp4,25,walk,train,FALSE
250605172609_00044,RGB/wave/wave_250605172609_00044_rgb.mp4,Thermal/wave/wave_250605172609_00044_inf.mp4,26,wave,train,FALSE
250712154319_00015,RGB/stand/stand_250712154319_00015_rgb.mp4,Thermal/stand/stand_250712154319_00015_inf.mp4,21,stand,train,FALSE
250604173509_00077,RGB/call/call_250604173509_00077_rgb.mp4,Thermal/call/call_250604173509_00077_inf.mp4,0,call,train,FALSE
250607170322_00143,RGB/sleeping/sleeping_250607170322_00143_rgb.mp4,Thermal/sleeping/sleeping_250607170322_00143_inf.mp4,19,sleeping,train,FALSE
250605172452_00026,RGB/wave/wave_250605172452_00026_rgb.mp4,Thermal/wave/wave_250605172452_00026_inf.mp4,26,wave,train,FALSE
250603160656_00017,RGB/slap/slap_250603160656_00017_rgb.mp4,Thermal/slap/slap_250603160656_00017_inf.mp4,18,slap,train,FALSE
250528152414_00339,RGB/run/run_250528152414_00339_rgb.mp4,Thermal/run/run_250528152414_00339_inf.mp4,15,run,train,FALSE
250607160209_00013,RGB/walk/walk_250607160209_00013_rgb.mp4,Thermal/walk/walk_250607160209_00013_inf.mp4,25,walk,train,FALSE
250607005649_00070,RGB/put_off_coat/put_off_coat_250607005649_00070_rgb.mp4,Thermal/put_off_coat/put_off_coat_250607005649_00070_inf.mp4,13,put_off_coat,train,FALSE
250603114716_00340,RGB/typing/typing_250603114716_00340_rgb.mp4,Thermal/typing/typing_250603114716_00340_inf.mp4,23,typing,train,FALSE
250604175325_00154,RGB/slap/clap_250604175325_00154_rgb.mp4,Thermal/slap/clap_250604175325_00154_inf.mp4,18,slap,train,FALSE
250525235129_00273,RGB/lift/lifting_250525235129_00273_rgb.mp4,Thermal/lift/lifting_250525235129_00273_inf.mp4,8,lift,train,TRUE
250730015154_00080,RGB/using_smartphone/using_smartphone_250730015154_00080_rgb.mp4,Thermal/using_smartphone/using_smartphone_250730015154_00080_inf.mp4,24,using_smartphone,train,FALSE
250606153553_00012,RGB/pour/pour_250606153553_00012_rgb.mp4,Thermal/pour/pour_250606153553_00012_inf.mp4,11,pour,train,FALSE
250622152801_00154,RGB/sit/sit_250622152801_00154_rgb.mp4,Thermal/sit/sit_250622152801_00154_inf.mp4,17,sit,train,TRUE
250712200522_00328,RGB/turn/turn_250712200522_00328_rgb.mp4,Thermal/turn/turn_250712200522_00328_inf.mp4,22,turn,train,FALSE
250603160651_00015,RGB/slap/slap_250603160651_00015_rgb.mp4,Thermal/slap/slap_250603160651_00015_inf.mp4,18,slap,train,FALSE
250603160734_00032,RGB/slap/slap_250603160734_00032_rgb.mp4,Thermal/slap/slap_250603160734_00032_inf.mp4,18,slap,train,FALSE
250624191709_00031,RGB/squat/squat_250624191709_00031_rgb.mp4,Thermal/squat/squat_250624191709_00031_inf.mp4,20,squat,train,TRUE
250605173921_00001,RGB/wave/wave_250605173921_00001_rgb.mp4,Thermal/wave/wave_250605173921_00001_inf.mp4,26,wave,train,FALSE
250607173831_00056,RGB/sleeping/sleeping_250607173831_00056_rgb.mp4,Thermal/sleeping/sleeping_250607173831_00056_inf.mp4,19,sleeping,train,FALSE
250603114558_00311,RGB/typing/typing_250603114558_00311_rgb.mp4,Thermal/typing/typing_250603114558_00311_inf.mp4,23,typing,train,FALSE
250530171146_00060,RGB/push/push_250530171146_00060_rgb.mp4,Thermal/push/push_250530171146_00060_inf.mp4,12,push,train,FALSE
250605173308_00141,RGB/wave/wave_250605173308_00141_rgb.mp4,Thermal/wave/wave_250605173308_00141_inf.mp4,26,wave,train,FALSE
250607173736_00044,RGB/sleeping/sleeping_250607173736_00044_rgb.mp4,Thermal/sleeping/sleeping_250607173736_00044_inf.mp4,19,sleeping,train,FALSE
250605151814_00086,RGB/pour/pour_250605151814_00086_rgb.mp4,Thermal/pour/pour_250605151814_00086_inf.mp4,11,pour,train,FALSE
250525224500_00144,RGB/lift/lifting_250525224500_00144_rgb.mp4,Thermal/lift/lifting_250525224500_00144_inf.mp4,8,lift,train,TRUE
250622142141_00095,RGB/stand/stand_250622142141_00095_rgb.mp4,Thermal/stand/stand_250622142141_00095_inf.mp4,21,stand,train,FALSE
