sample_id,dataset,role,modality,path_rgb,path_thermal,sequence_id,subject_id,frame_index,original_label,project_label,status,issue_code,split,notes
kaist_set04v001_000034,kaist,B+D,thermal,none,images/set04/V001/lwir/I00034.jpg,set04v001,none,34,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000035,kaist,B+D,thermal,none,images/set04/V001/lwir/I00035.jpg,set04v001,none,35,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000036,kaist,B+D,thermal,none,images/set04/V001/lwir/I00036.jpg,set04v001,none,36,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000037,kaist,B+D,thermal,none,images/set04/V001/lwir/I00037.jpg,set04v001,none,37,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000038,kaist,B+D,thermal,none,images/set04/V001/lwir/I00038.jpg,set04v001,none,38,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000039,kaist,B+D,thermal,none,images/set04/V001/lwir/I00039.jpg,set04v001,none,39,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000040,kaist,B+D,thermal,none,images/set04/V001/lwir/I00040.jpg,set04v001,none,40,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000041,kaist,B+D,thermal,none,images/set04/V001/lwir/I00041.jpg,set04v001,none,41,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000042,kaist,B+D,thermal,none,images/set04/V001/lwir/I00042.jpg,set04v001,none,42,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000043,kaist,B+D,thermal,none,images/set04/V001/lwir/I00043.jpg,set04v001,none,43,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000044,kaist,B+D,thermal,none,images/set04/V001/lwir/I00044.jpg,set04v001,none,44,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000045,kaist,B+D,thermal,none,images/set04/V001/lwir/I00045.jpg,set04v001,none,45,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000046,kaist,B+D,thermal,none,images/set04/V001/lwir/I00046.jpg,set04v001,none,46,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000047,kaist,B+D,thermal,none,images/set04/V001/lwir/I00047.jpg,set04v001,none,47,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000048,kaist,B+D,thermal,none,images/set04/V001/lwir/I00048.jpg,set04v001,none,48,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000049,kaist,B+D,thermal,none,images/set04/V001/lwir/I00049.jpg,set04v001,none,49,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000050,kaist,B+D,thermal,none,images/set04/V001/lwir/I00050.jpg,set04v001,none,50,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000051,kaist,B+D,thermal,none,images/set04/V001/lwir/I00051.jpg,set04v001,none,51,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000052,kaist,B+D,thermal,none,images/set04/V001/lwir/I00052.jpg,set04v001,none,52,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000053,kaist,B+D,thermal,none,images/set04/V001/lwir/I00053.jpg,set04v001,none,53,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000054,kaist,B+D,thermal,none,images/set04/V001/lwir/I00054.jpg,set04v001,none,54,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000055,kaist,B+D,thermal,none,images/set04/V001/lwir/I00055.jpg,set04v001,none,55,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000056,kaist,B+D,thermal,none,images/set04/V001/lwir/I00056.jpg,set04v001,none,56,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000057,kaist,B+D,thermal,none,images/set04/V001/lwir/I00057.jpg,set04v001,none,57,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000058,kaist,B+D,thermal,none,images/set04/V001/lwir/I00058.jpg,set04v001,none,58,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000059,kaist,B+D,thermal,none,images/set04/V001/lwir/I00059.jpg,set04v001,none,59,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000060,kaist,B+D,thermal,none,images/set04/V001/lwir/I00060.jpg,set04v001,none,60,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000061,kaist,B+D,thermal,none,images/set04/V001/lwir/I00061.jpg,set04v001,none,61,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000062,kaist,B+D,thermal,none,images/set04/V001/lwir/I00062.jpg,set04v001,none,62,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000063,kaist,B+D,thermal,none,images/set04/V001/lwir/I00063.jpg,set04v001,none,63,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000064,kaist,B+D,thermal,none,images/set04/V001/lwir/I00064.jpg,set04v001,none,64,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000065,kaist,B+D,thermal,none,images/set04/V001/lwir/I00065.jpg,set04v001,none,65,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000066,kaist,B+D,thermal,none,images/set04/V001/lwir/I00066.jpg,set04v001,none,66,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000067,kaist,B+D,thermal,none,images/set04/V001/lwir/I00067.jpg,set04v001,none,67,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000068,kaist,B+D,thermal,none,images/set04/V001/lwir/I00068.jpg,set04v001,none,68,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000069,kaist,B+D,thermal,none,images/set04/V001/lwir/I00069.jpg,set04v001,none,69,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000070,kaist,B+D,thermal,none,images/set04/V001/lwir/I00070.jpg,set04v001,none,70,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000071,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00071.jpg,set04v001,none,71,person,person,keep,none,none,none
kaist_set04v001_000072,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00072.jpg,set04v001,none,72,person,person,keep,none,none,none
kaist_set04v001_000073,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00073.jpg,set04v001,none,73,person,person,keep,none,none,none
kaist_set04v001_000074,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00074.jpg,set04v001,none,74,person,person,keep,none,none,none
kaist_set04v001_000075,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00075.jpg,set04v001,none,75,person,person,keep,none,none,none
kaist_set04v001_000076,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00076.jpg,set04v001,none,76,person,person,keep,none,none,none
kaist_set04v001_000077,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00077.jpg,set04v001,none,77,person,person,keep,none,none,none
kaist_set04v001_000078,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00078.jpg,set04v001,none,78,person,person,keep,none,none,none
kaist_set04v001_000079,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00079.jpg,set04v001,none,79,person,person,keep,none,none,none
kaist_set04v001_000080,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00080.jpg,set04v001,none,80,person,person,keep,none,none,none
kaist_set04v001_000081,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00081.jpg,set04v001,none,81,person,person,keep,none,none,none
kaist_set04v001_000082,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00082.jpg,set04v001,none,82,person,person,keep,none,none,none
kaist_set04v001_000083,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00083.jpg,set04v001,none,83,person,person,keep,none,none,none
kaist_set04v001_000084,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00084.jpg,set04v001,none,84,person,person,keep,none,none,none
kaist_set04v001_000085,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00085.jpg,set04v001,none,85,person,person,keep,none,none,none
kaist_set04v001_000086,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00086.jpg,set04v001,none,86,person,person,keep,none,none,none
kaist_set04v001_000087,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00087.jpg,set04v001,none,87,person,person,keep,none,none,none
kaist_set04v001_000088,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00088.jpg,set04v001,none,88,person,person,keep,none,none,none
kaist_set04v001_000089,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00089.jpg,set04v001,none,89,person,person,keep,none,none,none
kaist_set04v001_000090,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00090.jpg,set04v001,none,90,person,person,keep,none,none,none
kaist_set04v001_000091,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00091.jpg,set04v001,none,91,person,person,keep,none,none,none
kaist_set04v001_000092,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00092.jpg,set04v001,none,92,person,person,keep,none,none,none
kaist_set04v001_000093,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00093.jpg,set04v001,none,93,person,person,keep,none,none,none
kaist_set04v001_000094,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00094.jpg,set04v001,none,94,person,person,keep,none,none,none
kaist_set04v001_000095,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00095.jpg,set04v001,none,95,person,person,keep,none,none,none
kaist_set04v001_000096,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00096.jpg,set04v001,none,96,person,person,keep,none,none,none
kaist_set04v001_000097,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00097.jpg,set04v001,none,97,person,person,keep,none,none,none
kaist_set04v001_000098,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00098.jpg,set04v001,none,98,person,person,keep,none,none,none
kaist_set04v001_000099,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00099.jpg,set04v001,none,99,person,person,keep,none,none,none
kaist_set04v001_000100,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00100.jpg,set04v001,none,100,person,person,keep,none,none,none
kaist_set04v001_000101,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00101.jpg,set04v001,none,101,person,person,keep,none,none,none
kaist_set04v001_000102,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00102.jpg,set04v001,none,102,person,person,keep,none,none,none
kaist_set04v001_000103,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00103.jpg,set04v001,none,103,person,person,keep,none,none,none
kaist_set04v001_000104,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00104.jpg,set04v001,none,104,person,person,keep,none,none,none
kaist_set04v001_000105,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00105.jpg,set04v001,none,105,person,person,keep,none,none,none
kaist_set04v001_000106,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00106.jpg,set04v001,none,106,person,person,keep,none,none,none
kaist_set04v001_000107,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00107.jpg,set04v001,none,107,person,person,keep,none,none,none
kaist_set04v001_000108,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00108.jpg,set04v001,none,108,person,person,keep,none,none,none
kaist_set04v001_000109,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00109.jpg,set04v001,none,109,person,person,keep,none,none,none
kaist_set04v001_000110,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00110.jpg,set04v001,none,110,person,person,keep,none,none,none
kaist_set04v001_000111,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00111.jpg,set04v001,none,111,person,person,keep,none,none,none
kaist_set04v001_000112,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00112.jpg,set04v001,none,112,person,person,keep,none,none,none
kaist_set04v001_000113,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00113.jpg,set04v001,none,113,person,person,keep,none,none,none
kaist_set04v001_000114,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00114.jpg,set04v001,none,114,person,person,keep,none,none,none
kaist_set04v001_000115,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00115.jpg,set04v001,none,115,person,person,keep,none,none,none
kaist_set04v001_000116,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00116.jpg,set04v001,none,116,person,person,keep,none,none,none
kaist_set04v001_000117,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00117.jpg,set04v001,none,117,person,person,keep,none,none,none
kaist_set04v001_000118,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00118.jpg,set04v001,none,118,person,person,keep,none,none,none
kaist_set04v001_000119,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00119.jpg,set04v001,none,119,person,person,keep,none,none,none
kaist_set04v001_000120,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00120.jpg,set04v001,none,120,person,person,keep,none,none,none
kaist_set04v001_000121,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00121.jpg,set04v001,none,121,person,person,keep,none,none,none
kaist_set04v001_000122,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00122.jpg,set04v001,none,122,person,person,keep,none,none,none
kaist_set04v001_000123,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00123.jpg,set04v001,none,123,person,person,keep,none,none,none
kaist_set04v001_000124,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00124.jpg,set04v001,none,124,person,person,keep,none,none,none
kaist_set04v001_000125,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00125.jpg,set04v001,none,125,person,person,keep,none,none,none
kaist_set04v001_000126,kaist,B+D,thermal,none,cleaned/thermal_with_people/I00126.jpg,set04v001,none,126,person,person,keep,none,none,none
kaist_set04v001_000127,kaist,B+D,thermal,none,images/set04/V001/lwir/I00127.jpg,set04v001,none,127,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000128,kaist,B+D,thermal,none,images/set04/V001/lwir/I00128.jpg,set04v001,none,128,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000129,kaist,B+D,thermal,none,images/set04/V001/lwir/I00129.jpg,set04v001,none,129,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000130,kaist,B+D,thermal,none,images/set04/V001/lwir/I00130.jpg,set04v001,none,130,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000131,kaist,B+D,thermal,none,images/set04/V001/lwir/I00131.jpg,set04v001,none,131,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000132,kaist,B+D,thermal,none,images/set04/V001/lwir/I00132.jpg,set04v001,none,132,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000133,kaist,B+D,thermal,none,images/set04/V001/lwir/I00133.jpg,set04v001,none,133,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000134,kaist,B+D,thermal,none,images/set04/V001/lwir/I00134.jpg,set04v001,none,134,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000135,kaist,B+D,thermal,none,images/set04/V001/lwir/I00135.jpg,set04v001,none,135,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000136,kaist,B+D,thermal,none,images/set04/V001/lwir/I00136.jpg,set04v001,none,136,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000137,kaist,B+D,thermal,none,images/set04/V001/lwir/I00137.jpg,set04v001,none,137,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000138,kaist,B+D,thermal,none,images/set04/V001/lwir/I00138.jpg,set04v001,none,138,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000139,kaist,B+D,thermal,none,images/set04/V001/lwir/I00139.jpg,set04v001,none,139,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000140,kaist,B+D,thermal,none,images/set04/V001/lwir/I00140.jpg,set04v001,none,140,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000141,kaist,B+D,thermal,none,images/set04/V001/lwir/I00141.jpg,set04v001,none,141,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000142,kaist,B+D,thermal,none,images/set04/V001/lwir/I00142.jpg,set04v001,none,142,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000143,kaist,B+D,thermal,none,images/set04/V001/lwir/I00143.jpg,set04v001,none,143,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000144,kaist,B+D,thermal,none,images/set04/V001/lwir/I00144.jpg,set04v001,none,144,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000145,kaist,B+D,thermal,none,images/set04/V001/lwir/I00145.jpg,set04v001,none,145,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000146,kaist,B+D,thermal,none,images/set04/V001/lwir/I00146.jpg,set04v001,none,146,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000147,kaist,B+D,thermal,none,images/set04/V001/lwir/I00147.jpg,set04v001,none,147,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000148,kaist,B+D,thermal,none,images/set04/V001/lwir/I00148.jpg,set04v001,none,148,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000149,kaist,B+D,thermal,none,images/set04/V001/lwir/I00149.jpg,set04v001,none,149,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000150,kaist,B+D,thermal,none,images/set04/V001/lwir/I00150.jpg,set04v001,none,150,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000151,kaist,B+D,thermal,none,images/set04/V001/lwir/I00151.jpg,set04v001,none,151,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000152,kaist,B+D,thermal,none,images/set04/V001/lwir/I00152.jpg,set04v001,none,152,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000153,kaist,B+D,thermal,none,images/set04/V001/lwir/I00153.jpg,set04v001,none,153,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000154,kaist,B+D,thermal,none,images/set04/V001/lwir/I00154.jpg,set04v001,none,154,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000155,kaist,B+D,thermal,none,images/set04/V001/lwir/I00155.jpg,set04v001,none,155,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000156,kaist,B+D,thermal,none,images/set04/V001/lwir/I00156.jpg,set04v001,none,156,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000157,kaist,B+D,thermal,none,images/set04/V001/lwir/I00157.jpg,set04v001,none,157,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000158,kaist,B+D,thermal,none,images/set04/V001/lwir/I00158.jpg,set04v001,none,158,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000159,kaist,B+D,thermal,none,images/set04/V001/lwir/I00159.jpg,set04v001,none,159,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000160,kaist,B+D,thermal,none,images/set04/V001/lwir/I00160.jpg,set04v001,none,160,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000161,kaist,B+D,thermal,none,images/set04/V001/lwir/I00161.jpg,set04v001,none,161,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000162,kaist,B+D,thermal,none,images/set04/V001/lwir/I00162.jpg,set04v001,none,162,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000163,kaist,B+D,thermal,none,images/set04/V001/lwir/I00163.jpg,set04v001,none,163,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000164,kaist,B+D,thermal,none,images/set04/V001/lwir/I00164.jpg,set04v001,none,164,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000165,kaist,B+D,thermal,none,images/set04/V001/lwir/I00165.jpg,set04v001,none,165,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000166,kaist,B+D,thermal,none,images/set04/V001/lwir/I00166.jpg,set04v001,none,166,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000167,kaist,B+D,thermal,none,images/set04/V001/lwir/I00167.jpg,set04v001,none,167,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000168,kaist,B+D,thermal,none,images/set04/V001/lwir/I00168.jpg,set04v001,none,168,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000169,kaist,B+D,thermal,none,images/set04/V001/lwir/I00169.jpg,set04v001,none,169,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000170,kaist,B+D,thermal,none,images/set04/V001/lwir/I00170.jpg,set04v001,none,170,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000171,kaist,B+D,thermal,none,images/set04/V001/lwir/I00171.jpg,set04v001,none,171,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
kaist_set04v001_000172,kaist,B+D,thermal,none,images/set04/V001/lwir/I00172.jpg,set04v001,none,172,none,none,exclude,E-NO-PERSON,none,No pedestrian in frame
